Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
RepNano,10.1186/s13059-020-02013-3,Python,Detect BrdU incorporation in nanopore reads,Not Available,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rerio,,Python,"""Research release"" basecalling models and configuration files to use with Guppy/Megalodon",https://github.com/nanoporetech/rerio,Copyright 2020 Oxford Nanopore Technologies Ltd,"Guppy, Megalodon",,"Models for 5mC and 6mA in all contexts, 5mC and 5hmC in CpG context, etc. However not fully benchmarked",,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Restrander,10.1101/2023.05.02.539165; 10.1093/nargab/lqad108,C++,Orient PCR-cDNA reads by transcript strand,https://github.com/jakob-schuster/restrander,GNU General Public License v3.0,,uses either polyA tail or primer information,very quick,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Reticulatus,,Snakemake,Snakemake pipeline for assembling and polishing long nanopore reads,https://github.com/SamStudio8/reticulatus,MIT License,"minimap2, kraken, racon, medaka, pilon, dehumanizer, etc. Refer to the source for more details.",,updated to reflect Loman's lab best practices in long-read metagenomics,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
rHAT,10.1093/bioinformatics/btv662,C++,NOT MAINTAINED::long-read alignment,https://github.com/HIT-Bioinformatics/rHAT,MIT License,seed-and-extension-based,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ribbon,10.1093/bioinformatics/btaa680,JavaScript,A genome browser that shows long reads and complex variants better,https://github.com/MariaNattestad/ribbon,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RichPoreTK,,R,Tools for processing FAST5 files from Oxford Nanopore Devices,https://github.com/gringer/RichPoreTK,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rkmh,,C++,Classify sequencing reads using MinHash,https://github.com/edawson/rkmh,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
rMETL,10.1093/bioinformatics/btz106,Python,A realignment-based Mobile Element insertion detection Tool for Long read,https://github.com/tjiangHIT/rMETL,MIT License,"1. rMETL extracts the chimerically aligned parts of the reads which have split alignment, large clippings and/or large indels; 2. rMETL clusters the chimerically aligned read parts in predefined rules to infer a set of putative MEI sites as candidates; 3. rMETL realigns the clustered read parts to the consensus sequences of Alu, L1 and SVA families with a well-tuned aligner; 4. rMETL investigates the realignment results to find out the evidence to call MEIs as well as filter false positive candidates.",,rMETL has good ability to detect MEIs but might fail at the incorrect realignment of read parts or the lack of supporting reads.,Benchmarking results of simulated and real datasets demonstrate that rMETL enables to handle the complex signals to discover MEIs sensitively. It is suited to produce high-quality MEI callsets in many genomics studies.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RNA-Bloom2,10.1101/2022.08.07.503110,Java,Reference-free long-read transcriptome assembly,https://github.com/bcgsc/RNA-Bloom,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
RNAseqEval,10.1093/bioinformatics/btx668,Python,A collection of tools for evaluating RNA seq mapping.,https://github.com/kkrizanovic/RNAseqEval,,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rockfish,10.1101/2022.11.11.513492,"Python, Jupyter Notebook",5mC prediction in nanopore sequencing,https://github.com/lbcb-sci/rockfish,MIT License,Transformer,,"CG context only, trained on mouse and human",,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RODAN,10.1186/s12859-022-04686-y,Python,A fully convolutional architecture for basecalling nanopore RNA sequencing data,https://github.com/biodlab/RODAN,MIT License,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
RUBRIC,10.1038/s41598-019-47857-3,"C++, Python",Selective sequencing on the ONT minION: Read Until with Basecall and Reference-Informed Criteria,https://github.com/harrisonedwards/RUBRIC,"Copyright (c) 2018: National Technology & Engineering Solutions of Sandia, LLC (NTESS)",,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Runnie,,Python,Run-length encoded basecaller for Oxford Nanopore reads,https://github.com/nanoporetech/flappie/blob/master/RUNNIE.md,"Oxford Nanopore Technologies, Ltd. Public License Version 1.0",,,,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
S-conLSH,10.1186/s12859-020-03918-3,"C++, C",alignment-free gapped mapping of noisy long reads,https://github.com/anganachakraborty/S-conLSH-2.0,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SaaRclust,10.1093/bioinformatics/bty290,R,cluster long sequencing reads into chromosomes to facilitate de novo genome assembly.,https://github.com/daewoooo/SaaRclust,"Copyright (C) ""2017, by David Porubsky Contributors: David Porubsky, Maryam Ghareghani and Tobias Marschall",Expectation Maximisation,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SACall,10.1109/TCBB.2020.3039244,"Python, Shell",Basecaller for Oxford Nanopore sequencing data based on self-attention mechanism,https://github.com/huangnengCSU/SACall-basecaller,,"Based on convolution layers, transformer self-attention layers and a CTC decoder",,New network architecture for an ONT basecaller. No model for modified bases and limited training set.,"Outperformed Guppy v2.3.8 on microbial genomes, on par with Guppy trained on the same dataset as SACall.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SALSA,10.1186/s12864-017-3879-z,"Python, C++",A tool to scaffold long read assemblies with Hi-C data,https://github.com/machinegun/SALSA,MIT License,,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAMBA,10.1371/journal.pcbi.1009860,"M4, Perl, Makefine, Shell",Designed to scaffold and gap-fill existing genome assemblies with additional long-read data,https://github.com/alekseyzimin/masurca,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
sandy,,Perl,Read simulator,https://github.com/galantelab/sandy,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
